Աֆրիկա	Afrika
Աքվինկում	Aquincum
Ջղաշուշան	Hosta (geslacht)
Գուտացիա	Guttatie
Ֆիլիցզե	Vielitzsee
Խաբեբայություն (ֆիլմ)	Wag the Dog
Դիֆֆի-Հելլմանի բանալու փոխանակում	Diffie-Hellman-sleuteluitwisselingsprotocol
Մեզոդադար	Mesopauze
Հարուսպիկներ	Haruspex (ziener)
Silicon Graphics	Silicon Graphics, Inc
Բադ Քյոթցթինգ	Bad Kötzting
Վիզենբուրգ (Մարկ)	Wiesenburg/Mark
Վուստերհաուզեն (Դոսսե)	Wusterhausen/Dosse
Ռոտոնդա	Rotonde (architectuur)
Արբատի սլաք	Schoorwal van Arabat
Քրոմատիդներ	Chromatide
Շյոնեֆելդ (Բրյուսով)	Schönfeld (Amt Brüssow)
Ռաբենշտայն (Ֆլեմինգ)	Rabenstein/Fläming
Շվարցբախ (Լաուզից)	Schwarzbach (Lausitz)
Շմոգրով Ֆերով	Schmogrow-Fehrow
Եմլից Կլայն Դյուբեն	Jämlitz-Klein Düben
Ֆելիքսզե	Felixsee
Դրենով (Գերմանիա)	Drehnow
Գրեբեն	Gräben
Զեդիներ Զե	Seddiner See
Բորկվալդե	Borkwalde
Ռյուտնիկ	Rüthnick
Միլմերսդորֆ	Milmersdorf
Սոցիալական վերահսկողություն	Sociale controle
Շտորբեկ Ֆրանկենդորֆ	Storbeck-Frankendorf
Կուրծ	Uier
Շտայնհյոֆել	Steinhöfel
Շպրենհագեն	Spreenhagen
Գրոս Լինդով	Groß Lindow
Գոզեն Նոյ Ցիտաու	Gosen-Neu Zittau
Գրյունով (Պրենցլաու)	Grünow (bij Prenzlau)
Կազեկով	Casekow
ԱՄՆ-ի ազգային պատմական հուշարձաններ	National Historic Landmark
Բորկհայդե	Borkheide
Վենցլով	Wenzlow
Բեցզեհայդե	Beetzseeheide
Արաբական գայլ	Arabische wolf
Իմպրինտինգ	Inprenting (leerproces)
Զիվերսդորֆ Հոհենոֆեն	Sieversdorf-Hohenofen
Արասենա (քաղաք)	Aracena
Կոնտակտային օղակներ	Sleepring
Բուֆոնադ	Slapstick
Յան Ֆեյտ	Jan Fijt
Տոռգու (Էստոնիայի շրջան)	Torgu
Համացանցային գովազդ	Internetreclame
Գյորից (Ուկերմարկ)	Göritz
Բրեդին	Breddin
Նայսեմյունդե	Neißemünde
Տրոյենբրիցեն	Treuenbrietzen
Դաբերգոց	Dabergotz
Մազահանում	Epileren
Կայպիրինյա	Caipirinha
Ուկերֆելդե	Uckerfelde
Վուստերվից	Wusterwitz
Պասով (Ուկերմարկ)	Passow (Uckermark)
Շվիլովզե (Բրանդենբուրգ)	Schwielowsee (gemeente)
Անհաս երեխա	Prematuur (voortplanting)
Սպարտակ Երևան (ֆուտբոլային ակումբ)	Araks Ararat
Լակրիմոսա	Lacrimosa (band)
Պայմանական եղանակ	Voorwaardelijke wijs
Շյոմբերգ (Կալվ)	Schömberg (Landkreis Calw)
Արամ Տիգրան	Aram Tigran
Լինդով (Մարկ)	Lindow
Ռանգսդորֆ	Rangsdorf
Մեշերին	Mescherin
Քաստարդ	Custard
Գյորցկե	Görzke
Պլանետալ	Planetal
Գերսվալդե	Gerswalde
Մադլից Վիլմերսդորֆ	Madlitz-Wilmersdorf
Հոհենզելխով Գրոս Պինով	Hohenselchow-Groß Pinnow
Ռանդովտալ	Randowtal
Գրոս Կրոյց (Հաֆել)	Groß Kreutz (Havel)
Սեյի օրենք	Wet van Say
Զանգ	Glockenspiel
Հալանդ	Halland
Սոդերմանլանդ	Södermanland
Արարատ (քաղաք, Ավստրալիա)	Ararat (Australië)
Սեվեններ	Cevennen
Ֆերբեռլին	Fehrbellin
Խայտաթևավորներ	Boorvliegen
Ժամեվյու	Jamais vu
Տաուխե	Tauche
Մերկիշ Լինդեն	Märkisch Linden
Բրիզեն (Մարկ)	Briesen (Mark)
Զիդիխում	Siehdichum
Ֆոգելզանգ (Օդերտալ)	Vogelsang (Odertal)
Ռյոշտի	Rösti
Սալմե (Էստոնիայի շրջան)	Salme (gemeente)
Վոլին (Ֆլեմինգ)	Wollin (Fläming)
Բուրտենբախ	Burtenbach
Ռյոկինգեն	Röckingen
Հունդինգ (Ներքին Բավարիա)	Hunding (Neder-Beieren)
Պոլենֆելդ	Pollenfeld
Շերնսֆելդ	Schernfeld
Հայբախ (Ներքին Ֆրանկոնիա)	Haibach (Neder-Franken)
Բրայտենթալ (Շվաբիա)	Breitenthal (Zwaben)
Հովերլա	Hoverla
Պոմերսֆելդեն	Pommersfelden
Դանուբյան իշխանություններ	Donauvorstendommen
Մոնոպլան	Eendekker
Շտայնգադեն	Steingaden
Էհինգեն (Աուգսբուրգ)	Ehingen (Augsburg)
Քյոց	Kötz
Նոյբուրգ ան դեր Կամել	Neuburg an der Kammel
Վիիռացի (Էստոնիայի շրջան)	Viiratsi
Էստոնիայի գյուղացիական պատերազմ (1343–1345)	Opstand van Sint-Jorisnacht
Դամետալ	Dahmetal
Շյոնայխե (Բրանդենբուրգ)	Schöneiche bei Berlin
Բրիսկով Ֆինկենհերդ	Brieskow-Finkenheerd
Կլոստեր Լեհնին	Kloster Lehnin
Կոլոն	Colón (Panama)
45 (թիվ)	45 (getal)
Բարկենբրյուկ	Berkenbrück
Դեզամինացում	Deaminatie
Autodesk	Autodesk
Մարզիչ (ֆուտբոլ)	Voetbaltrainer
Առաքելությունն անիրագործելի է. Ֆանտոմ պրոտակոլը	Mission: Impossible – Ghost Protocol
Հերիդեն	Herrieden
Նախոդի շրջան	Okres Cheb
Շլաուբետալ	Schlaubetal
Լանգեվալ	Langewahl
Բնապահպանություն	Natuurbescherming
Ծես	Rite (religie)
Օշին Ա	Oshin van Armenië
Գրոսբերեն	Großbeeren
Արևելյան Բուրգ ան բրես (կանտոն)	Kanton Bourg-en-Bresse-Est
Սեն Կրիստոֆ ան Բազել (կանտոն)	Kanton Saint-Christophe-en-Bazelle
Վոլտերսդորֆ (Բրանդենբուրգ)	Woltersdorf (bij Berlijn)
Սպիտակաձյունիկը. Թզուկների վրեժը	Mirror Mirror (2012)
Մեղքի հույզ	Schuldgevoel
Կեչասունկ	Gewone berkenboleet
Հայլիգենշտադտ (Վերին Ֆրանկոնիա)	Heiligenstadt in Oberfranken
Տամարիս դե Կամպոս	Tamariz de Campos
Մենդարո	Mendaro
Հաֆելզե	Havelsee
Վալտինգ	Walting
Վալերֆինգ	Wallerfing
Դուրախ	Durach
Մանսանիլյա (Ուելվա)	Manzanilla
Շահույթով ընկերներ (ֆիլմ)	Friends with Benefits
Լուբրին	Lubrín
Medieval II: Total War	Medieval II: Total War
Բողոքի ակցիաներ Պետական Դումայի ընտրությունների կեղծավորման դեմ (2011)	Protesten na de Russische verkiezingen in 2011 en 2012
ԿՈՆԿԱԿԱՖ-ի ոսկե գավաթ 2011	CONCACAF Gold Cup 2011
Լեոնիդ Կուչմա	Leonid Koetsjma
Զբոսաշրջիկ (ֆիլմ)	The Tourist
Հիրկեի հիվանդություն	Glycogeenstapelingsziekte type I
Վոռմսի	Vormsi
Լեանդրո Պարեդես	Leandro Paredes
Օռիսաառե (Էստոնիայի շրջան)	Orissaare
Լիխտենաու (Միջին Ֆրանկոնիա)	Lichtenau (Middel-Franken)
Մ.թ.ա. 878	878 v.Chr.
Ինիեստա (քաղաք)	Iniesta
Մոնպարնաս կայարան	Station Paris Montparnasse
Դարվինյան աղվես	Darwins vos
Սեիյակ (կանտոն)	Kanton Seilhac
Լասվա (Էստոնիայի շրջան)	Lasva
Դրամագիտություն	Numismatiek
Գոլմես	Golmés
Վինոգրադովի շրջան (Անդրկարպատյան մարզ)	Vynohradiv (rayon)
Լուիջի Պուլչի	Luigi Pulci
Ռուս-թուրքական պատերազմ (1568-1570)	Russisch-Turkse Oorlog (1569-1570)
Ռոբ դե Վիտ	Rob de Wit (voetballer)
Ռորդորֆ (Շվարցվալդ)	Rohrdorf (Schwarzwald)
Պրյոտցել	Prötzel
Scars on Broadway	Scars on Broadway
Բերտրանի պոստուլատ	Postulaat van Bertrand
Հիշիր ինձ	Remember Me (2010)
Նիգեր (այլ կիրառումներ)	Niger
Մերցհաուզեն	Merzhausen (Baden-Württemberg)
Դորնշտադտ	Dornstadt
Ռայնհաուզեն (Բրայսգաու)	Rheinhausen (Breisgau)
Բոլշվայլ	Bollschweil
Հանս	Hans (voornaam)
Լեիսի (Էստոնիայի շրջան)	Leisi (gemeente)
Պֆաֆենվայլեր	Pfaffenweiler
Լաուտերախ (Ալբ Դունայ)	Lauterach (Alb-Donau-Kreis)
Ռոյտե (Բրայսգաու)	Reute (Breisgau)
Մելրոուզ	Melrose (Scottish Borders)
Կեռլա (Էստոնիայի շրջան)	Kärla
Լաննիոն (կանտոն)	Kanton Lannion
Խրիմբերխեն	Grimbergen
Պանդրոսոս	Pandrosos
Վրաստանը Մանկական Եվրատեսիլ երգի մրցույթում	Georgië op het Junior Eurovisiesongfestival
Դասալքություն	Desertie
Կանտավիեխա (քաղաք)	Cantavieja
Արչիբալդ Մաքլիշ	Archibald MacLeish
Էստոնական երգի փառատոն	Estisch Zangfeest
Հորնով Վադելսդորֆ	Hornow-Wadelsdorf
Ֆելիքս Բրաքմոն	Félix Bracquemond
Չերնից	Tschernitz
Լաիմյալա (Էստոնիայի շրջան)	Laimjala
Հումմուլի (Էստոնիայի շրջան)	Hummuli
Լյումանդա (Էստոնիայի շրջան)	Lümanda
Պալուպեռա (Էստոնիայի շրջան)	Palupera
Պիդռալա (Էստոնիայի շրջան)	Põdrala
Պուկա (Էստոնիայի շրջան)	Puka (Estland)
Պյոիդե (Էստոնիայի շրջան)	Pöide
Մուստյալա (Էստոնիայի շրջան)	Mustjala
Տիլլիստե (Էստոնիայի շրջան)	Tõlliste
Պաթոս	Pathos
Մարին (Պոնտեվեդրա)	Marín
Ալմոնասիդ դե Սորիտա (քաղաք)	Almonacid de Zorita
Արքիմեդի թիվ	Getal van Archimedes
Կալորաչափություն	Calorimetrie
Ուկերլենդ	Uckerland
Պինով (Ուկերմարկ)	Pinnow (Uckermark)
Նիդերգյորսդորֆ	Niedergörsdorf
Սմոքինգ (ֆիլմ)	The Tuxedo
Մոնբրոն (կանտոն)	Kanton Montbron
Կառուլա (Էստոնիայի շրջան)	Karula
Տահևա (Էստոնիայի շրջան)	Taheva
Ռոզենաու (Բրանդենբուրգ)	Rosenau (Brandenburg)
Հիշել ամենը (ֆիլմ, 2012)	Total Recall (2012)
Մաքսվելի բաշխում	Maxwell-Boltzmann-verdeling
Պիհտլա (Էստոնիայի շրջան)	Pihtla
Խորան (մանրանկարչություն)	Canons van Eusebius
Գրեյզեն	Greisen
Նոյցելլե	Neuzelle
Նիմեգկ	Niemegk
Վատերզոյ	Waterzooi
Լիխեն	Lychen
Կուռու (գյուղ, Իիսակու շրջան)	Kuru (Iisaku)
Յոթ կյանք	Seven Pounds
Կայքային հասանելիություն	Web Accessibility Initiative
Զետցինգեն	Setzingen
Ներենշտեթեն	Nerenstetten
Բյորզլինգեն	Börslingen
Նայսե Մալքսետալ	Neiße-Malxetal
Մերկլինգեն	Merklingen
Հերմսդորֆ (Ռուլանդ)	Hermsdorf (bij Ruhland)
Շենկենդյոբերն	Schenkendöbern
Տուրնով Պրայլակ	Turnow-Preilack
Դոն Բենիտո	Don Benito
Կիսթ	Kist (Beieren)
Երկրաջերմային գրադիենտ	Geotherm
Հնաբուսաբանություն	Archeobotanie
Գրամցով	Gramzow
Միտենվալդե (Ուկերմարկ)	Mittenwalde (Uckermark)
Լորենցո դի Բոնավենտուրա	Lorenzo di Bonaventura
Բենսդորֆ	Bensdorf
Լազիստան	Lazistan
Տանտով	Tantow
Յակոբսդորֆ (Բրանդենբուրգ)	Jacobsdorf
Ոսկե կողմնացույց (ֆիլմ, 2007)	The Golden Compass
Սեռ (այլ կիրառումներ)	Genus
Էթնիկ ազգայնականություն	Etnisch nationalisme
Տափօղակ	Ring (schroef)
Հոդոնինի շրջան	Okres Hodonín
Կիո (Էստոնիայի շրջան)	Kõo
Եղեգնաթռչնակներ	Acrocephalus
Շախմատային օլիմպիադա 2008	38e Schaakolympiade
Աստվածների կործանումը (ֆիլմ)	The Damned (1969)
Տայխլանդ	Teichland
Ազատության կամուրջ (Նովի Սադ)	Vrijheidsbrug (Novi Sad)
Մոներ	Mon (volk)
Ռից Նոյենդորֆ	Rietz-Neuendorf
Ֆաբրիկային մեթոդ (նախագծման ձևանմուշ)	Factory (ontwerppatroon)
Հարվարդի աստղադիտարան	Harvard College Observatory
ԿՈՆԿԱԿԱՖ-ի ոսկե գավաթ 2009	CONCACAF Gold Cup 2009
SideJacking	Session hijacking
Սեյշելյան կղզիների ֆուտբոլի ազգային հավաքական	Seychels voetbalelftal
Ալկալա լա Ռեալ (քաղաք)	Alcalá la Real
Արպեջիոնե	Arpeggione
Խերսոնես Տավրիկյան	Chersonesos (Krim)
Բուրգ (Շպրեվալդ)	Burg (Spreewald)
Մյուլերոզե	Müllrose
Վիզենգրունդ	Wiesengrund
Գծագրական երկրաչափություն	Beschrijvende meetkunde
2-րդ քրոմոսոմ (մարդ)	Chromosoom 2
Ատլանտիկ դիվիզիոն (ԲԱԱ)	Atlantic Division (NBA)
Արդենյան ձի	Ardenner (paard)
Ժյոլտիե Վոդի (քաղաք, Ուկրաինա)	Zhovti Vody
Պեինուռմե (գյուղ, Կոիգի շրջան)	Päinurme
Կոտինուկա (գյուղ, Յիհվի շրջան)	Kotinuka
Մոնդարիս (քաղաք)	Mondariz
Պոսուելո դե Ալարկոն	Pozuelo de Alarcón
Օռու (գյուղ, Ասեռի շրջան)	Oru (Aseri)
Տատինսկի ուլուս (Սախա-Յակուտիա)	Oeloes Tattinski
Դիգորի շրջան	District Digorski
Մոզդոկի շրջան	District Mozdokski
Իստրիա	Istrië (schiereiland)
Արդոնի շրջան	District Ardonski
Հարավարևելյան դիվիզիոն (ԲԱԱ)	Southeast Division (NBA)
Ուռվաստե (գյուղ, Ռաե շրջան)	Urvaste (Rae)
Կեսոն (ճարտարապետություն)	Cassette (architectuur)
Ժամկետային ավանդ	Spaardeposito
Առե (Էստոնիայի շրջան)	Are (Estland)
Ֆրիդլանդ (Օդեր Շպրե)	Friedland (Niederlausitz)
Բուկաուտալ	Buckautal
Ռագով Մերց	Ragow-Merz
Շտանսդորֆ	Stahnsdorf
Լյանո դե Օլմեդո	Llano de Olmedo
Նադերի և Սիմինի ամուսնալուծությունը	Jodaeiye Nader az Simin
Գոլցով (Միթելմարկ)	Golzow (Mittelmark)
Նովոմոսկովսկ (քաղաք, Ուկրաինա)	Novomoskovsk (Oekraïne)
Գուրով (Գերմանիա)	Guhrow
Արմորիկա	Armorica (Bretagne)
Վիվերո (քաղաք)	Viveiro
Սանդրուքի շրջան	Sədərək (rayon)
Արենաս դե Սան Պեդրո	Arenas de San Pedro
Միաս (գետ)	Miass (rivier)
Կալաոռա	Calahorra (gemeente)
Արնեդո	Arnedo (gemeente)
Խըրդալան	Xırdalan
Փայտակարան (քաղաք)	Beyləqan
Մաշոնաներ	Shona (volk)
Range Rover Evoque	Range Rover Evoque
Պիլցամաա (քաղաք, Էստոնիա)	Põltsamaa (stad)
Նացիոնալե մարզադաշտ (Հռոմ)	Stadio Nazionale PNF
Նետուրեյ կարտո	Neturei Karta
Ավստրալիայի արևելյան ափի անձրևային անտառներ	Gondwanaregenwouden
Սիոնի Բոլնիս (ֆուտբոլային ակումբ)	Sioni Bolnisi
Խոտ	Gras (term)
Ռոկիցանկի շրջան	Okres Rokycany
Rai 3	Rai Tre
Մշուշ	Heiig
Դեպարտամենտ (տարածքային միավոր)	Departement
Nissan Skyline	Nissan Skyline
Վիլյանուևա դել Ռոսարիո	Villanueva del Rosario
Կարմրակտուց ճայ	Alpenkraai
Բաբեկի շրջան	Babək (rayon)
Վարդաշենի շրջան	Oğuz (district)
Կարշի	Qarshi
Ջուղայի շրջան	Culfa (rayon)
Կուբաթլուի շրջան (Ադրբեջանական ԽՍՀ)	Qubadlı (district)
Կնիք	Handstempel
Լոնգաս	Longás
Համառ Քերաբան	Keraban de stijfhoofdige
Մոտիվացիա	Motivatie
Ռիվաս Վասիամադրիդ	Rivas-Vaciamadrid
Պոսուելո դե Կալատրավա	Pozuelo de Calatrava
Հիդրավլիկական տուրբին	Hydraulische turbine
Շահութահարկ	Vennootschapsbelasting
65 (թիվ)	65 (getal)
Կապաֆոնտս	Capafonts
Սպորտային հագուստ	Sportkleding
Կոհտլա-Նիմե (քաղաքատիպ ավան, Կոհտլա-Նիմմե շրջան)	Kohtla-Nõmme
Տիվենս	Tivenys
Բարձիկաբորբ	Slijmbeursontsteking
Էլ Ռոնկիլյո	El Ronquillo
Դազինգ	Dasing
Աստարա (Իրան)	Astara (Iran)
ՈՒԵՖԱ Չեմպիոնների Լիգայի եզրափակիչ 2008	Finale UEFA Champions League 2008
Օպերացիա (ռազմագործողություն)	Militaire operatie
Reprise Records	Reprise Records
Թանջուրահ (երկրամաս)	Tadjourah (regio)
Մանիտոբա (լիճ)	Manitobameer
Չինաստանի մշակույթ	Chinese cultuur
Քյուբիվանո	Cubewano
Կենսագրական ֆիլմ	Biopic
Տուժողի հոգեբանություն	Victimologie
Օփենմոկո	OpenMoko
Հիռմուստե (գյուղ, Կիռգեսաառե շրջան)	Hirmuste (Kõrgessaare)
Ուրիշ աշխարհ. Էվոլյուցիա	Underworld: Evolution
Լիակատար ընկերակցություն	Vennootschap onder firma
Պիլիստվեռե (գյուղ, Կիո շրջան)	Pilistvere
Ֆրանսիական Հնդկաստան	Frans-Indië
Ֆայյումյան դիմանկար	Fayum-portret
Փիքի թեորեմ	Formule van Pick
Սանտո Դոմինգո դե լա Կալսադա	Santo Domingo de la Calzada (gemeente)
Ստրուհալի թիվ	Getal van Strouhal
Հայրենասերը (ֆիլմ, 2000)	The Patriot (2000)
Ամայուելաս դե Առիբա	Amayuelas de Arriba
Դենիա (քաղաք)	Dénia
Դեսանտ	Landing (militair)
Մակեդոնիայի Հանրապետության վարչական բաժանում	Lijst van gemeenten in Macedonië
Վիլաբելյա	Vilabella
Մրցարշավ «Թնդանոթային միջուկ» 2	Cannonball Run II
Ուջար	Ucar (plaats in Azerbeidzjan)
Հնէակոնտակտ	Paleocontacthypothese
Մեռեմյաե (Էստոնիայի շրջան)	Meremäe
Ռումինիան Մանկական Եվրատեսիլ երգի մրցույթում	Roemenië op het Junior Eurovisiesongfestival
Խոպյոր	Chopor
Տափակաձկներ	Pleuronectidae
Արյունախխում	Bloedspuwing
Կիիվու (գյուղ, Լուունյա շրջան)	Kõivu
Շըրնաքի նահանգ	Şırnak (provincie)
Նիդերլանդները Եվրատեսիլ երգի մրցույթում	Nederland op het Eurovisiesongfestival
